value,tag
problems,NNS
In,IN
addition,NN
triptans,NNS
prescribed,VBN
caution,NN
risk,NN
factors,NNS
vascular,JJ
disease,NN
While,IN
historically,RB
recommended,VBN
basilar,JJ
migraines,NNS
specific,JJ
evidence,NN
harm,NN
use,NN
population,NN
support,VB
caution,NN
Triptans,NNPS
addictive,JJ
may,MD
cause,VB
headaches,NNS
used,VBN
days,NNS
per,IN
month,NN
Sumatriptan,NNP
prevent,VB
migraine,JJ
headaches,NNS
starting,VBG
future,NN
For,IN
increased,JJ
effectiveness,NN
stopping,VBG
migraine,NN
symptoms,NNS
combined,JJ
therapy,NN
includes,VBZ
sumatriptan,NN
naproxen,NN
may,MD
suggested,VBN
CGRP,NNP
receptor,NN
antagonists,NNS
edit,NN
CGRP,NNP
receptor,NN
antagonists,NNS
target,VBP
calcitonin,JJ
peptide,NN
receptor,NN
prevent,VB
migraine,JJ
headaches,NNS
reduce,VB
severity,NN
CGRP,NNP
signaling,VBG
molecule,NN
well,RB
potent,NN
vasodilator,NN
involved,VBN
development,NN
migraine,NN
headache,NN
There,EX
four,CD
injectable,JJ
monoclonal,JJ
antibodies,NNS
target,VBP
CGRP,NNP
's,VBZ
receptor,NN
eptinezumab,JJ
erenumab,JJ
fremanezumab,JJ
galcanezumab,NN
medications,NNS
demonstrated,VBN
efficacy,NN
preventative,JJ
treatment,NN
episodic,JJ
chronic,JJ
migraine,NN
headaches,NNS
phase,NN
randomized,JJ
clinical,JJ
trials,NNS
Eptinezumab,NNP
available,JJ
infusion,NN
every,DT
three,CD
months,NNS
Erenumab,NNP
galcanezumab,NNS
monthly,JJ
injections,NNS
fremanezumab,NN
monthly,JJ
quarterly,JJ
injection,NN
Ergotamines,NNS
edit,NN
Ergotamine,NNP
dihydroergotamine,NN
older,JJR
medications,NNS
still,RB
prescribed,VBN
migraines,NNS
latter,NN
nasal,JJ
spray,NN
injectable,JJ
forms,NNS
They,PRP
appear,VBP
equally,RB
effective,JJ
triptans,NNS
experience,NN
adverse,JJ
effects,NNS
typically,RB
benign,JJ
In,IN
severe,JJ
cases,NNS
status,NN
migrainosus,NN
appear,VBP
effective,JJ
treatment,NN
option,NN
They,PRP
cause,VB
vasospasm,JJ
including,VBG
coronary,JJ
vasospasm,NN
contraindicated,VBN
people,NNS
coronary,JJ
artery,NN
disease,NN
Magnesium,NNP
edit,NN
Magnesium,NNP
recognized,VBN
inexpensive,JJ
supplement,NN
studies,NNS
shown,VBN
effective,JJ
preventing,NN
treating,VBG
migraine,NN
intravenous,JJ
form,NN
Other,JJ
edit,NN
Intravenous,NNP
metoclopramide,NN
intravenous,JJ
prochlorperazine,NN
intranasal,JJ
lidocaine,NN
potential,JJ
options,NNS
Metoclopramide,NNP
prochlorperazine,NN
recommended,JJ
treatment,NN
present,VBP
emergency,NN
department,NN
Haloperidol,NNP
may,MD
also,RB
useful,JJ
group,NN
A,NNP
single,JJ
dose,NN
intravenous,JJ
dexamethasone,NN
added,VBN
standard,VB
treatment,NN
migraine,JJ
attack,NN
associated,VBN
decrease,NN
headache,NN
recurrence,NN
following,JJ
hours,NNS
Spinal,NNP
manipulation,NN
treating,VBG
ongoing,JJ
migraine,NN
headache,NN
supported,VBN
evidence,NN
It,PRP
recommended,VBN
opioids,NNS
barbiturates,VBZ
used,VBN
due,JJ
questionable,JJ
efficacy,NN
addictive,JJ
potential,NN
risk,NN
rebound,NN
headache,NN
There,EX
tentative,JJ
evidence,NN
propofol,NN
may,MD
useful,JJ
measures,NNS
effective,JJ
Occipital,NNP
nerve,NN
stimulation,NN
may,MD
effective,JJ
downsides,NNS
significant,JJ
amount,NN
complications,NNS
There,EX
modest,JJ
evidence,NN
effectiveness,NN
neuromodulatory,JJ
devices,NNS
behavioral,JJ
therapies,NNS
acupuncture,NN
treatment,NN
migraine,NN
headaches,NNS
There,EX
little,JJ
evidence,NN
effectiveness,NN
physical,JJ
therapy,NN
chiropractic,JJ
manipulation,NN
dietary,JJ
approaches,NNS
treatment,NN
migraine,NN
headaches,NNS
Behavioral,NNP
treatment,NN
migraine,JJ
headaches,NNS
may,MD
helpful,JJ
may,MD
able,JJ
take,VB
medications,NNS
example,NN
pregnant,JJ
women,NNS
Feverfew,NNP
registered,VBN
traditional,JJ
herbal,JJ
medicine,NN
Nordic,JJ
countries,NNS
brand,NN
name,NN
Glitinum,NNP
powdered,JJ
feverfew,NN
approved,VBN
Herbal,NNP
community,NN
monograph,NN
issued,VBN
European,JJ
Medicines,NNP
Agency,NNP
EMA,NNP
Sexual,JJ
activity,NN
particularly,RB
orgasm,NN
may,MD
provide,VB
relief,NN
migraineurs,NNS
Children,NNP
edit,NN
Ibuprofen,NNP
helps,VBZ
decrease,VB
pain,NN
children,NNS
migraines,NNS
initially,RB
recommended,JJ
treatment,NN
Paracetamol,NNP
appear,VB
effective,JJ
providing,VBG
pain,NN
relief,NN
Triptans,NNPS
effective,JJ
though,IN
risk,NN
causing,VBG
minor,JJ
side,NN
effects,NNS
like,IN
taste,NN
disturbance,NN
nasal,NN
symptoms,NNS
dizziness,NN
fatigue,NN
low,JJ
energy,NN
nausea,NN
vomiting,VBG
Ibuprofen,NNP
used,VBN
less,JJR
half,PDT
days,NNS
month,NN
triptans,VBZ
less,JJR
third,JJ
days,NNS
month,NN
decrease,VB
risk,NN
medication,NN
overuse,IN
headache,NN
Chronic,NNP
migraine,NN
edit,NN
Topiramate,NNP
botulinum,NN
toxin,NN
Botox,NNP
evidence,NN
treating,VBG
chronic,JJ
migraine,NN
Botulinum,NNP
toxin,NN
found,VBN
useful,JJ
chronic,JJ
migraine,NN
episodic,JJ
ones,NNS
The,DT
monoclonal,JJ
antibody,NN
erenumab,NN
found,VBN
one,CD
study,NN
decrease,VB
chronic,JJ
migraines,NNS
days,NNS
placebo,NN
Prognosis,NNP
edit,NN
Migraine,NNP
exists,VBZ
continuum,NN
different,JJ
attack,NN
frequencies,NNS
associated,JJ
levels,NNS
disability,NN
For,IN
occasional,JJ
episodic,JJ
migraine,NN
proper,JJ
combination,NN
drugs,NNS
prevention,NN
treatment,NN
migraine,NN
attacks,NNS
limit,VB
disease,NN
's,POS
impact,NN
patients,NNS
',POS
personal,JJ
professional,JJ
lives,NNS
But,CC
fewer,JJR
half,NN
people,NNS
migraine,JJ
seek,NN
medical,JJ
care,NN
half,NN
go,VBP
undiagnosed,JJ
undertreated,JJ
Responsive,NNP
prevention,NN
treatment,NN
migraine,NN
incredibly,RB
important,JJ
evidence,NN
shows,NNS
increased,JJ
sensitivity,NN
successive,JJ
attack,NN
eventually,RB
leading,VBG
chronic,JJ
daily,JJ
migraine,NN
individuals,NNS
Repeated,VBN
migraine,JJ
results,NNS
reorganization,NN
brain,NN
circuitry,NN
causing,VBG
profound,JJ
functional,NN
well,RB
structural,JJ
changes,NNS
brain,NN
One,CD
important,JJ
problems,NNS
clinical,JJ
migraine,NN
progression,NN
intermittent,NN
inconvenience,NN
disorder,NN
chronic,JJ
pain,NN
sensory,JJ
amplification,NN
autonomic,JJ
affective,JJ
disruption,NN
This,DT
progression,NN
sometimes,RB
termed,JJ
chronification,NN
migraine,NN
literature,NN
common,JJ
affecting,VBG
migraineurs,NNS
given,VBN
year,NN
migraineurs,NNS
chronic,JJ
migraine,NN
given,VBN
year,NN
Brain,NNP
imagery,NN
reveals,NNS
electrophysiological,JJ
changes,NNS
seen,VBN
attack,NN
become,NN
permanent,JJ
people,NNS
chronic,JJ
migraine,NN
thus,RB
electrophysiological,JJ
point,NN
view,NN
chronic,JJ
migraine,NN
indeed,RB
resembles,VBZ
migraine,NN
attack,NN
Severe,NNP
migraine,NN
ranks,NNS
highest,JJS
category,NN
disability,NN
according,VBG
World,NNP
Health,NNP
Organization,NNP
uses,VBZ
objective,JJ
metrics,NNS
determine,VB
disability,NN
burden,NN
authoritative,JJ
annual,JJ
Global,NNP
Burden,NNP
Disease,NNP
report,NN
The,DT
report,NN
classifies,VBZ
severe,JJ
migraine,NN
alongside,NN
severe,JJ
depression,NN
active,JJ
psychosis,NN
quadriplegia,NN
cancer,NN
Migraine,NNP
aura,NN
appears,VBZ
risk,NN
factor,NN
ischemic,JJ
stroke,NN
doubling,VBG
risk,NN
Being,VBG
young,JJ
adult,NN
female,JJ
using,VBG
hormonal,JJ
birth,NN
control,NN
smoking,VBG
increases,NNS
risk,NN
There,EX
also,RB
appears,VBZ
association,NN
cervical,JJ
artery,NN
dissection,NN
Migraine,NNP
without,IN
aura,NN
appear,VB
factor,NN
The,DT
relationship,NN
heart,NN
problems,NNS
inconclusive,JJ
single,JJ
study,NN
supporting,VBG
association,NN
Migraine,NNP
appear,VB
increase,VB
risk,NN
death,NN
stroke,NN
heart,NN
disease,NN
Preventative,NNP
therapy,NN
migraines,NNS
migraine,NN
aura,NN
may,MD
prevent,VB
associated,JJ
strokes,NNS
People,NNS
migraine,JJ
particularly,RB
women,NNS
may,MD
develop,VB
higher,JJR
average,JJ
numbers,NNS
white,JJ
matter,NN
brain,NN
lesions,NNS
unclear,JJ
significance,NN
Epidemiology,NNP
edit,NN
life,NN
year,NN
migraines,NNS
per,IN
inhabitants,NNS
ul,JJ
ul,JJ
li,NN
ul,JJ
ul,JJ
li,JJ
none,NN
media,NNS
ul,JJ
li,NN
ul,JJ
li,NN
avoid,NN
avoid,NN
display,NN
center,NN
solid,JJ
black,JJ
transparent,NN
color,NN
black,JJ
data,NNS
Worldwide,NNP
migraine,NN
affects,NNS
nearly,RB
approximately,RB
one,CD
billion,CD
people,NNS
It,PRP
common,JJ
women,NNS
men,NNS
In,IN
United,NNP
States,NNPS
men,NNS
women,NNS
experience,VB
migraine,NN
attack,NN
given,VBN
year,NN
lifetime,NN
risk,NN
respectively,RB
In,IN
Europe,NNP
migraines,NNS
affect,VBP
people,NNS
point,NN
lives,NNS
adult,NN
men,NNS
adult,NN
women,NNS
getting,VBG
least,JJS
one,CD
yearly,RB
Rates,NNS
migraine,NN
slightly,RB
lower,JJR
Asia,NNP
Africa,NNP
Western,JJ
countries,NNS
Chronic,NNP
migraine,NN
occurs,VBZ
approximately,RB
population,NN
These,DT
figures,NNS
vary,VBP
substantially,RB
age,NN
onset,NN
migraine,NN
commonly,RB
years,NNS
age,NN
occur,VBZ
frequently,RB
years,NNS
age,NN
In,IN
children,NNS
year,NN
olds,NNS
experience,NN
migraine,NN
condition,NN
slightly,RB
common,JJ
boys,NNS
puberty,NN
Children,NNP
young,JJ
two,CD
years,NNS
may,MD
affected,VBN
During,IN
adolescence,NN
migraine,NN
becomes,VBZ
common,JJ
among,IN
women,NNS
persists,VBZ
rest,NN
lifespan,NN
twice,RB
common,JJ
among,IN
elderly,JJ
females,NNS
males,NNS
In,IN
women,NNS
migraine,VBP
without,IN
aura,NNS
common,JJ
migraine,NN
aura,NN
however,RB
men,NNS
two,CD
types,NNS
occur,IN
similar,JJ
frequency,NN
During,IN
perimenopause,NN
symptoms,NNS
often,RB
get,VBP
worse,JJR
decreasing,VBG
severity,NN
While,IN
symptoms,NNS
resolve,VBP
two,CD
thirds,NNS
elderly,JJ
persist,VBP
History,NNP
edit,NN
The,DT
Head,NNP
Ache,NNP
George,NNP
Cruikshank,NNP
An,DT
early,JJ
description,NN
consistent,NN
migraine,NN
contained,VBN
Ebers,NNP
papyrus,NN
written,VBN
around,IN
BCE,NNP
ancient,JJ
Egypt,NNP
In,IN
BCE,NNP
writings,NNS
Hippocratic,NNP
school,NN
medicine,NN
described,VBN
visual,JJ
aura,NN
precede,VB
headache,NN
partial,JJ
relief,NN
occurring,VBG
vomiting,VBG
A,DT
description,NN
Aretaeus,NNP
Cappadocia,NNP
divided,VBD
headaches,NNS
three,CD
types,NNS
cephalalgia,NN
cephalea,NN
heterocrania,NN
Galen,NNP
Pergamon,NNP
used,VBD
term,NN
hemicrania,NN
word,NN
migraine,NN
eventually,RB
derived,VBN
He,PRP
also,RB
proposed,VBD
pain,NN
arose,VBD
meninges,NNS
blood,NN
vessels,NNS
head,NN
Migraine,NNP
first,RB
divided,VBN
two,CD
used,JJ
types,NNS
migraine,NN
aura,NN
migraine,JJ
ophthalmique,NN
migraine,NN
without,IN
aura,NN
migraine,JJ
vulgaire,NN
Louis,NNP
Hyacinthe,NNP
Thomas,NNP
French,JJ
Librarian,NNP
The,DT
mystical,JJ
visions,NNS
Hildegard,NNP
von,NNP
Bingen,NNP
described,VBD
reflections,NNS
living,NN
light,NN
consistent,JJ
visual,JJ
aura,NN
experienced,VBD
migraines,NNS
A,NNP
trepanated,JJ
skull,NN
Neolithic,NNP
The,DT
perimeter,NN
hole,NN
skull,NN
rounded,VBN
ingrowth,NN
new,JJ
bony,NN
tissue,NN
indicating,VBG
person,NN
survived,VBD
operation,NN
Trepanation,NN
deliberate,NN
drilling,NN
holes,NNS
skull,NN
practiced,VBN
early,JJ
BCE,NNP
While,IN
sometimes,RB
people,NNS
survived,VBD
many,JJ
would,MD
died,VBN
procedure,NN
due,JJ
infection,NN
It,PRP
believed,VBN
work,VB
via,IN
letting,VBG
evil,JJ
spirits,NNS
escape,NN
William,NNP
Harvey,NNP
recommended,VBD
trepanation,NN
treatment,NN
migraines,NNS
century,NN
While,IN
many,JJ
treatments,NNS
migraine,NN
attempted,VBN
use,NN
substance,NN
eventually,RB
turned,VBD
effective,JJ
began,VBD
This,DT
substance,NN
fungus,JJ
ergot,NN
ergotamine,NN
isolated,VBN
Methysergide,NNP
developed,VBN
first,JJ
triptan,NN
sumatriptan,NN
developed,VBN
During,IN
century,NN
better,JJR
effective,JJ
preventive,JJ
measures,NNS
found,VBN
confirmed,VBN
Society,NNP
culture,NN
edit,NN
Migraine,NNP
significant,JJ
source,NN
medical,JJ
costs,NNS
lost,VBN
productivity,NN
It,PRP
estimated,VBN
migraine,NN
costly,JJ
neurological,JJ
disorder,NN
European,NNP
Community,NNP
costing,VBG
billion,CD
per,IN
year,NN
In,IN
United,NNP
States,NNPS
direct,JJ
costs,NNS
estimated,VBN
billion,CD
indirect,JJ
costs,NNS
missed,JJ
decreased,JJ
ability,NN
work,VB
estimated,VBN
billion,CD
Nearly,RB
tenth,NN
direct,JJ
cost,NN
due,JJ
cost,NN
triptans,NNS
In,IN
attend,VB
work,NN
migraine,NN
effectiveness,NN
decreased,VBN
around,IN
third,JJ
Negative,NNP
impacts,NNS
also,RB
frequently,RB
occur,VBP
person,NN
's,POS
family,NN
Research,NNP
edit,NN
Potential,NNP
prevention,NN
mechanisms,NNS
edit,NN
Transcranial,NNP
magnetic,JJ
stimulation,NN
shows,NNS
promise,VBP
transcutaneous,JJ
supraorbital,JJ
nerve,NN
stimulation,NN
There,EX
preliminary,JJ
evidence,NN
ketogenic,JJ
diet,NN
may,MD
help,VB
prevent,VB
episodic,JJ
migraine,NN
Potential,NNP
gender,NN
dependency,NN
edit,NN
While,IN
definitive,JJ
proof,NN
found,VBN
linking,VBG
migraine,NN
gender,VB
statistical,JJ
data,NN
indicates,VBZ
women,NNS
may,MD
prone,NN
suffer,VB
migraine,NN
showing,VBG
migraine,NN
incidence,NN
three,CD
times,NNS
higher,RBR
among,IN
women,NNS
men,NNS
The,DT
Society,NNP
Women,NNP
Health,NNP
Research,NNP
also,RB
mentioned,VBN
hormonal,JJ
influences,NNS
mainly,RB
estrogen,NN
considerable,JJ
role,NN
provoking,VBG
migraine,NN
pain,NN
Studies,NNPS
research,NN
related,VBN
gender,NN
dependencies,NNS
migraine,NN
still,RB
ongoing,JJ
conclusions,NNS
yet,RB
achieved,VBN
See,NNP
also,RB
edit,NN
Migraine,NNP
Aura,NNP
Foundation,NNP
References,NNP
edit,NN
decimal,JJ
inherit,NN
ol,NN
li,NN
avoid,NN
Jump,NNP
b,NN
c,NN
e,NN
f,JJ
inherit,NN
q,NN
quotes,NNS
',''
',''
background,NN
transparent,JJ
transparent,NN
url,JJ
right,VBD
background,NN
transparent,JJ
transparent,NN
url,JJ
right,VBD
background,NN
transparent,JJ
transparent,NN
url,JJ
right,VBD
color,NN
span,NN
span,NN
dotted,VBN
cursor,NN
help,NN
background,NN
transparent,JJ
transparent,NN
url,JJ
right,VBD
color,NN
inherit,NN
background,NN
inherit,NN
border,NN
none,NN
padding,NN
inherit,NN
display,NN
none,NN
display,NN
none,NN
color,NN
inherit,NN
Headache,NNP
disorders,NNS
Fact,NNP
sheet,NN
October,NNP
Archived,VBN
original,JJ
February,NNP
Retrieved,VBD
February,NNP
Jump,NNP
b,NN
c,NN
e,NN
f,JJ
g,NN
h,NN
j,NN
k,NN
Simon,NNP
RP,NNP
Aminoff,NNP
MJ,NNP
Greenberg,NNP
DA,NNP
Clinical,JJ
neurology,NN
New,NNP
York,NNP
Lange,NNP
Medical,NNP
pp,NN
ISBN,NNP
Jump,NNP
b,NN
c,NN
Piane,NNP
M,NNP
Lulli,NNP
P,NNP
Farinelli,NNP
I,PRP
Simeoni,NNP
S,NNP
De,NNP
Filippis,NNP
S,NNP
Patacchioli,NNP
FR,NNP
Martelletti,NNP
P,NNP
December,NNP
Genetics,NNS
migraine,NN
pharmacogenomics,NNS
considerations,NNS
The,DT
Journal,NNP
Headache,NNP
Pain,NNP
PMC,NNP
PMID,VB
Jump,NNP
b,NN
c,NN
Lay,NNP
CL,NNP
Broner,NNP
SW,NNP
May,NNP
Migraine,NNP
women,NNS
Neurologic,NNP
Clinics,NNPS
PMID,NNP
Jump,NNP
b,NN
c,NN
e,NN
f,JJ
g,NN
h,NN
j,NN
k,NN
l,NN
n,JJ
p,NN
q,NN
r,NN
Bartleson,NNP
JD,NNP
Cutrer,NNP
FM,NNP
May,NNP
Migraine,JJ
update,NN
Diagnosis,NNP
treatment,NN
Minnesota,NNP
Medicine,NNP
PMID,VB
Olesen,NNP
J,NNP
The,DT
Headaches,NNP
Lippincott,NNP
Williams,NNP
Wilkins,NNP
ISBN,NNP
Archived,VBN
original,JJ
September,NNP
Cluster,NNP
Headache,NNP
American,JJ
Migraine,NNP
Foundation,NNP
February,NNP
Archived,VBN
original,JJ
May,NNP
Retrieved,VBD
October,NNP
Jump,NNP
b,NN
Armstrong,NNP
C,NNP
April,NNP
update,JJ
recommendations,NNS
migraine,JJ
prevention,NN
adults,NNS
American,JJ
Family,NNP
Physician,NNP
PMID,VB
Jump,NNP
b,NN
Linde,NNP
M,NNP
Mulleners,NNP
WM,NNP
Chronicle,NNP
EP,NNP
McCrory,NNP
DC,NNP
June,NNP
Valproate,NNP
valproic,JJ
acid,NN
sodium,NN
valproate,NN
combination,NN
two,CD
prophylaxis,NN
episodic,JJ
migraine,NN
adults,NNS
The,DT
Cochrane,NNP
Database,NNP
Systematic,NNP
Reviews,NNP
PMID,NNP
Jump,NNP
b,NN
c,NN
e,NN
f,JJ
g,NN
h,NN
j,NN
k,NN
l,NN
n,JJ
p,NN
q,NN
r,NN
Gilmore,NNP
B,NNP
Michael,NNP
M,NNP
February,NNP
Treatment,NNP
acute,JJ
migraine,NN
headache,NN
American,JJ
Family,NNP
Physician,NNP
PMID,VB
Jump,NNP
b,NN
c,NN
Vos,NNP
T,NNP
Flaxman,NNP
AD,NNP
Naghavi,NNP
M,NNP
Lozano,NNP
R,NNP
Michaud,NNP
C,NNP
Ezzati,NNP
M,NNP
et,RB
al,NN
December,NNP
Years,NNS
lived,VBD
disability,NN
YLDs,NNP
sequelae,NN
diseases,NNS
injuries,NNS
systematic,JJ
analysis,NN
Global,NNP
Burden,NNP
Disease,NNP
Study,NNP
Lancet,NNP
PMC,NNP
PMID,VB
Wells,NNP
John,NNP
Longman,NNP
Pronunciation,NNP
Dictionary,NNP
Longman,NNP
ISBN,NNP
Jones,NNP
Daniel,NNP
Roach,NNP
Peter,NNP
Setter,NNP
Jane,NNP
Esling,NNP
John,NNP
Cambridge,NNP
English,NNP
Pronouncing,NNP
Dictionary,NNP
Cambridge,NNP
University,NNP
Press,NNP
ISBN,NNP
Jump,NNP
b,NN
c,NN
e,NN
f,JJ
g,NN
h,NN
Headache,NNP
Classification,NNP
Subcommittee,NNP
International,NNP
Headache,NNP
Society,NNP
The,DT
International,NNP
Classification,NNP
Headache,NNP
Disorders,NNP
edition,NN
Cephalalgia,NNP
Suppl,JJ
Suppl,NNP
PMID,VB
PDF,NNP
Archived,NNP
March,NNP
Wayback,NNP
Machine,NNP
Jump,NNP
b,NN
c,NN
Amin,NNP
FM,NNP
Aristeidou,NNP
S,NNP
Baraldi,NNP
C,NNP
EK,NNP
Ariadni,NNP
DD,NNP
Di,NNP
Lenola,NNP
D,NNP
et,RB
al,NN
September,NNP
The,DT
association,NN
migraine,NN
physical,JJ
exercise,NN
The,DT
Journal,NNP
Headache,NNP
Pain,NNP
PMC,NNP
PMID,VB
W,NNP
Companion,NN
clinical,JJ
neurology,NN
Oxford,NN
Oxford,NNP
university,NN
press,NN
ISBN,NNP
Archived,VBN
original,JJ
March,NNP
Jump,NNP
b,NN
Stovner,NNP
LJ,NNP
Zwart,NNP
JA,NNP
Hagen,NNP
K,NNP
Terwindt,NNP
GM,NNP
Pascual,NNP
J,NNP
April,NNP
Epidemiology,NNP
headache,NN
Europe,NNP
European,JJ
Journal,NNP
Neurology,NNP
PMID,NNP
Jump,NNP
b,NN
NINDS,NNP
Migraine,NNP
Information,NNP
Page,NNP
National,NNP
Institute,NNP
Neurological,NNP
Disorders,NNP
Stroke,NNP
November,NNP
Archived,VBN
original,JJ
February,NNP
Retrieved,VBD
February,NNP
Nowaczewska,NNP
M,NNP
M,NNP
W,NNP
July,NNP
The,DT
Ambiguous,NNP
Role,NNP
Caffeine,NNP
Migraine,NNP
Headache,NNP
From,NN
Trigger,NNP
Treatment,NNP
Nutrients,NNP
PMC,NNP
PMID,VB
Shapiro,NNP
RE,NNP
Cowan,NNP
R,NNP
Caffeine,NNP
Migraine,NNP
American,JJ
Migraine,NNP
Foundation,NNP
Retrieved,VBN
Diener,NNP
HC,NNP
Charles,NNP
A,NNP
Goadsby,NNP
PJ,NNP
Holle,NNP
D,NNP
October,NNP
New,NNP
therapeutic,JJ
approaches,NNS
prevention,NN
treatment,NN
migraine,NN
The,DT
Lancet,NNP
Neurology,NNP
PMID,NNP
Gobel,NNP
Migraine,NN
The,DT
International,NNP
Classification,NNP
Headache,NNP
Disorders,NNP
edition,NN
Retrieved,VBD
October,NNP
Vos,NNP
Theo,NNP
et,CC
al,NN
GBD,JJ
Disease,NNP
Injury,NNP
Incidence,NNP
Prevalence,NNP
Collaborators,NNP
September,NNP
Global,NNP
regional,JJ
national,JJ
incidence,NN
prevalence,NN
years,NNS
lived,VBD
disability,NN
diseases,NNS
injuries,NNS
countries,NNS
systematic,JJ
analysis,NN
Global,NNP
Burden,NNP
Disease,NNP
Study,NNP
Lancet,NNP
PMC,VB
PMID,VB
Jump,NNP
b,NN
c,NN
Miller,NNP
N,NNP
Walsh,NNP
Hoyt,NNP
's,POS
clinical,JJ
Philadelphia,NNP
Lippincott,NNP
Williams,NNP
Wilkins,NNP
ISBN,NNP
Archived,VBN
original,JJ
March,NNP
Liddell,NNP
HG,NNP
Scott,NNP
A,DT
Lexicon,NNP
Archived,VBN
original,JJ
November,NNP
Perseus,NNP
Anderson,NNP
K,NNP
Anderson,NNP
LE,NNP
Glanze,NNP
WD,NNP
Mosby,NNP
's,POS
Medical,NNP
Nursing,NNP
Allied,NNP
Health,NNP
Dictionary,NNP
Mosby,NNP
ISBN,NNP
Bigal,NNP
ME,NNP
Lipton,NNP
RB,NNP
June,NNP
The,DT
prognosis,NN
migraine,NN
Current,JJ
Opinion,NN
Neurology,NNP
PMID,NNP
Gutman,NNP
SA,NNP
Quick,JJ
reference,NN
neuroscience,NN
rehabilitation,NN
professionals,NNS
essential,JJ
neurologic,JJ
principles,NNS
underlying,VBG
rehabilitation,NN
practice,NN
Thorofare,NNP
NJ,NNP
SLACK,NNP
ISBN,NNP
Archived,VBN
original,JJ
March,NNP
Jump,NNP
b,NN
c,NN
e,VBP
The,DT
Headaches,NNP
Pg,NNP
Jes,NNP
Olesen,NNP
The,DT
headaches,NNS
Philadelphia,NNP
Lippincott,NNP
Williams,NNP
Wilkins,NNP
ISBN,NNP
Archived,VBN
original,JJ
December,NNP
Baskin,NNP
SM,NNP
Lipchik,NNP
GL,NNP
Smitherman,NNP
TA,NNP
October,NNP
Mood,NNP
anxiety,NN
disorders,NNS
chronic,JJ
headache,NN
Headache,NNP
Suppl,JJ
PMID,NNP
Jump,NNP
b,NN
Lynn,NNP
DJ,NNP
Newton,NNP
HB,NNP
A,NNP
The,DT
neurology,NN
consult,NN
Philadelphia,NNP
Lippincott,NNP
Williams,NNP
Wilkins,NNP
ISBN,NNP
Archived,VBN
original,JJ
March,NNP
Buzzi,NNP
MG,NNP
Cologno,NNP
D,NNP
Formisano,NNP
R,NNP
Rossi,NNP
P,NNP
Prodromes,NNP
early,JJ
phase,NN
migraine,JJ
attack,NN
therapeutic,JJ
relevance,NN
Functional,NNP
Neurology,NNP
PMID,VB
Rossi,NNP
P,NNP
Ambrosini,NNP
A,NNP
Buzzi,NNP
MG,NNP
Prodromes,NNP
predictors,NNS
migraine,JJ
attack,NN
Functional,NNP
Neurology,NNP
PMID,VB
Ropper,NNP
AH,NNP
Adams,NNP
RD,NNP
Victor,NNP
M,NNP
Samuels,NNP
MA,NNP
Adams,NNP
Victor,NNP
's,POS
principles,NNS
neurology,NN
New,NNP
York,NNP
Medical,NNP
pp,NN
Chapter,NN
ISBN,NNP
May,NNP
A,NNP
Burstein,NNP
R,NNP
November,NNP
Hypothalamic,NNP
regulation,NN
headache,NN
migraine,NN
Cephalalgia,NNP
PMC,NNP
PMID,VB
Jump,NNP
b,NN
c,NN
Tintinalli,NNP
Judith,NNP
Emergency,NNP
Medicine,NNP
A,DT
Comprehensive,NNP
Study,NNP
Guide,NNP
Emergency,NNP
Medicine,NNP
Tintinalli,NNP
New,NNP
York,NNP
Companies,NNS
pp,NN
ISBN,NNP
Jump,NNP
b,NN
c,NN
e,NN
f,JJ
g,NN
h,NN
Ashina,NNP
M,NNP
November,NNP
Migraine,NNP
The,DT
New,NNP
England,NNP
Journal,NNP
Medicine,NNP
PMID,NNP
Jump,NNP
b,NN
c,NN
e,NN
f,JJ
g,NN
h,NN
j,NN
k,VBD
The,DT
Headaches,NNP
pp,NN
Slap,NNP
GB,NNP
Adolescent,JJ
medicine,NN
Philadelphia,NNP
PA,NNP
ISBN,NNP
Archived,VBN
original,JJ
March,NNP
Jump,NNP
b,NN
Qubty,NNP
W,NNP
Patniyot,NNP
I,PRP
June,NNP
Migraine,NNP
Pathophysiology,NNP
Pediatric,NNP
Neurology,NNP
PMID,NNP
Tepper,NNP
SJ,NNP
Tepper,NNP
DE,NNP
January,NNP
The,DT
Cleveland,NNP
Clinic,NNP
manual,NN
headache,NN
therapy,NN
New,NNP
York,NNP
Springer,NNP
ISBN,NNP
Archived,VBN
original,JJ
December,NNP
Bigal,NNP
ME,NNP
Arruda,NNP
MA,NNP
July,NNP
Migraine,NNP
pediatric,JJ
population,NN
evolving,VBG
concepts,NNS
Headache,NNP
PMID,NNP
Jes,NNP
Olesen,NNP
The,DT
headaches,NNS
Philadelphia,NNP
Lippincott,NNP
Williams,NNP
Wilkins,NNP
ISBN,NNP
Archived,VBN
original,JJ
March,NNP
Dalessio,NNP
Silberstein,NNP
SD,NNP
Lipton,NNP
RB,NNP
Dalessio,NNP
DJ,NNP
Wolff,NNP
's,POS
headache,NN
head,NN
pain,NN
Oxford,NN
Oxford,NNP
University,NNP
Press,NNP
ISBN,NNP
Jump,NNP
b,NN
Lisak,NNP
RP,NNP
Truong,NNP
DD,NNP
Carroll,NNP
W,NNP
Bhidayasiri,NNP
R,NNP
International,NNP
neurology,NN
clinical,JJ
approach,NN
Chichester,NNP
UK,NNP
ISBN,NNP
Jump,NNP
b,NN
