value,tag
Pract,NNP
PMC,NNP
PMID,VB
Ugwu,NNP
GI,NNP
Okolugbo,NNP
NE,NNP
Otogenic,JJ
tetanus,NN
case,NN
series,NN
West,NNP
Afr,NNP
J,NNP
Med,NNP
PMID,VB
Kwon,NNP
JC,NNP
Park,NNP
Y,NNP
Han,NNP
ZA,NNP
Song,NNP
JE,NNP
Park,NNP
HS,NNP
January,NNP
Trismus,NNP
cephalic,JJ
tetanus,NN
foot,JJ
injury,NN
Korean,NNP
Intern,NNP
Med,NNP
PMC,NNP
PMID,VB
b,NN
c,NN
Seo,NNP
DH,NNP
Cho,NNP
DK,NNP
Kwon,NNP
HC,NNP
Kim,NNP
TU,NNP
February,NNP
A,DT
case,NN
cephalic,JJ
tetanus,NN
unilateral,JJ
ptosis,NN
facial,JJ
palsy,NN
Ann,NNP
Rehabil,NNP
Med,NNP
PMC,NNP
PMID,VB
Hanif,NNP
H,NNP
Anjum,NNP
A,NNP
Ali,NNP
N,NNP
Jamal,NNP
A,NNP
Imran,NNP
M,NNP
Ahmad,NNP
B,NNP
Ali,NNP
MI,NNP
October,NNP
Isolation,NNP
Antibiogram,NNP
Clostridium,NNP
tetani,NN
Clinically,NNP
Diagnosed,VBD
Tetanus,NNP
Patients,NNPS
The,DT
American,JJ
Journal,NNP
Tropical,NNP
Medicine,NNP
Hygiene,NNP
PMC,NNP
PMID,VB
Wells,NNP
CL,NNP
Wilkins,NNP
TD,NNP
Clostridia,NNP
Sporeforming,VBG
Anaerobic,NNP
Bacilli,NNP
In,IN
Baron,NNP
S,NNP
Baron,NNP
's,POS
Medical,NNP
Microbiology,NNP
Univ,NNP
Texas,NNP
Medical,NNP
Branch,NNP
ISBN,NNP
Archived,VBN
original,JJ
Pinkbook,NNP
Tetanus,NNP
CDC,NNP
August,NNP
Retrieved,VBD
September,NNP
Edmonds,NNP
M,NNP
Causes,NNP
Tetanus,NNP
HowStuffWorks,NNP
Archived,VBN
original,JJ
November,NNP
Retrieved,VBD
November,NNP
Todar,NNP
Tetanus,NNP
Lectures,VBZ
Microbiology,NNP
University,NNP
Wisconsin,NNP
Madison,NNP
Dept,NNP
Bacteriology,NNP
Archived,VBN
original,JJ
O'Connor,IN
A,NNP
February,NNP
The,DT
Claim,NN
Stepping,VBG
Rusty,NNP
Nail,NNP
Can,NNP
Cause,NNP
Tetanus,NNP
The,DT
New,NNP
York,NNP
Times,NNP
Jennings,NNP
K,NNP
Because,IN
I,PRP
Said,VBD
So,RB
The,DT
Truth,NNP
Behind,IN
Myths,NNP
Tales,NNP
Warnings,NNP
Every,NNP
Generation,NNP
Passes,VBZ
Down,NNP
Its,PRP$
Kids,NNP
Simon,NNP
Schuster,NNP
pp,NN
ISBN,NNP
b,NN
c,NN
e,NN
Pellizzari,NNP
R,NNP
Rossetto,NNP
O,NNP
Schiavo,NNP
G,NNP
Montecucco,NNP
C,NNP
February,NNP
Clementi,NNP
F,NNP
Fesce,NNP
R,NNP
Tetanus,NNP
botulinum,NN
neurotoxins,NNS
mechanism,NN
action,NN
therapeutic,JJ
uses,NNS
Philosophical,JJ
Transactions,NNS
Royal,NNP
Society,NNP
London,NNP
Series,NNP
B,NNP
Biological,NNP
Sciences,NNPS
PMC,NNP
PMID,VB
b,NN
c,NN
Montecucco,NNP
C,NNP
Schiavo,NNP
G,NNP
Meldolesi,NNP
J,NNP
Valtorta,NNP
F,NNP
July,NNP
Mechanism,NNP
action,NN
tetanus,NN
botulinum,NN
neurotoxins,NNS
Molecular,NNP
Microbiology,NNP
PMID,NNP
b,NN
c,NN
Masuyer,NNP
G,NNP
Conrad,NNP
J,NNP
Stenmark,NNP
P,NNP
August,NNP
The,DT
structure,NN
tetanus,NN
toxin,NN
reveals,VBZ
domain,NN
dynamics,NNS
EMBO,NNP
Reports,NNPS
PMC,NNP
PMID,VB
Beise,NNP
J,NNP
Hahnen,NNP
J,NNP
B,NNP
Dreyer,NNP
F,NNP
January,NNP
Pore,NNP
formation,NN
tetanus,NN
toxin,NN
chain,NN
fragments,NNS
neuronal,JJ
membranes,NNS
evaluation,NN
underlying,VBG
motifs,NNS
structure,NN
toxin,NN
molecule,NN
's,POS
Archives,NNS
Pharmacology,NNP
PMID,NNP
Cabiaux,NNP
V,NNP
Lorge,NNP
P,NNP
Vandenbranden,NNP
M,NNP
Falmagne,NNP
P,NNP
Ruysschaert,NNP
JM,NNP
April,NNP
Tetanus,NNP
toxin,NN
induces,NNS
fusion,NN
aggregation,NN
lipid,JJ
vesicles,NNS
containing,VBG
phosphatidylinositol,NN
low,JJ
pH,NN
Biochemical,NNP
Biophysical,NNP
Research,NNP
Communications,NNP
PMID,VB
Foran,NNP
P,NNP
Shone,NNP
CC,NNP
Dolly,NNP
JO,NNP
December,NNP
Differences,NNS
protease,NN
activities,NNS
tetanus,NN
botulinum,NN
B,NNP
toxins,NNS
revealed,VBN
cleavage,NN
membrane,NN
protein,NN
various,JJ
sized,JJ
fragments,NNS
Biochemistry,NNP
PMID,NNP
Apte,NNP
NM,NNP
Karnad,NNP
DR,NNP
October,NNP
Short,JJ
Report,NN
The,DT
Spatula,NNP
Test,NNP
A,DT
Simple,JJ
Bedside,NNP
Test,NNP
Diagnose,VB
Tetanus,NNP
American,JJ
Journal,NNP
Tropical,NNP
Medicine,NNP
Hygiene,NNP
PMID,NNP
b,NN
Diphtheria,NNP
tetanus,NN
pertussis,NN
recommendations,NNS
vaccine,NN
use,NN
preventive,JJ
measures,NNS
Recommendations,NNS
Immunization,NNP
Practices,NNPS
Advisory,NNP
committee,NN
ACIP,NNP
MMWR,NNP
Recommendations,NNS
Reports,NNS
August,NNP
PMID,VB
Porter,NNP
JD,NNP
Perkin,NNP
MA,NNP
Corbel,NNP
MJ,NNP
Farrington,NNP
CP,NNP
Watkins,NNP
JT,NNP
Begg,NNP
NT,NNP
Lack,NNP
early,JJ
antitoxin,NN
response,NN
tetanus,VB
booster,NN
Vaccine,NNP
PMID,NNP
Uganda,NNP
announces,VBZ
elimination,NN
Maternal,NNP
Neonatal,NNP
Tetanus,NNP
Archived,VBN
original,JJ
Retrieved,VBN
b,NN
tetanus,NN
Britannica,NNP
Last,JJ
Updated,VBD
b,NN
c,NN
e,JJ
World,NNP
Health,NNP
Organization,NNP
Current,JJ
recommendations,NNS
treatment,NN
tetanus,NN
humanitarian,JJ
emergencies,NNS
Disease,NNP
Control,NNP
Humanitarian,NNP
Emergencies,NNP
English,NNP
WHO,WP
Archived,VBN
original,JJ
March,NNP
Retrieved,VBN
June,NNP
Thwaites,NNPS
Louise,NNP
Yen,NNP
Lam,NNP
Minh,NNP
August,NNP
Tetanus,NNP
In,IN
Larry,NNP
Jameson,NNP
Harrison,NNP
's,POS
Principles,NNP
Internal,NNP
Medicine,NNP
Anthony,NNP
Fauci,NNP
Dennis,NNP
Kasper,NNP
Stephen,NNP
Hauser,NNP
Dan,NNP
Longo,NNP
Joseph,NNP
Loscalzo,NNP
Twentieth,NNP
Education,NN
ISBN,NNP
Rodrigo,NNP
C,NNP
Fernando,NNP
D,NNP
Rajapakse,NNP
S,NNP
March,NNP
Pharmacological,JJ
management,NN
tetanus,NN
review,NN
Critical,NNP
Care,NNP
Springer,NNP
Science,NNP
Business,NNP
Media,NNP
LLC,NNP
PMC,NNP
PMID,VB
Maternal,NNP
Neonatal,NNP
Tetanus,NNP
Elimination,NNP
Initiative,NNP
PDF,NNP
Pampers,NNS
UNICEF,IN
Campaign,NN
Archived,NNP
PDF,NNP
original,JJ
Black,NNP
RE,NNP
Cousens,NNP
S,NNP
Johnson,NNP
HL,NNP
Lawn,NNP
JE,NNP
Rudan,NNP
I,PRP
Bassani,NNP
DG,NNP
et,RB
al,NN
June,NNP
Global,NNP
regional,JJ
national,JJ
causes,NNS
child,JJ
mortality,NN
systematic,JJ
analysis,NN
Lancet,NNP
PMID,NNP
Deaths,NNP
tetanus,NN
age,NN
Our,PRP$
World,NN
Data,NNP
Retrieved,VBD
January,NNP
Pearce,NNP
JM,NNP
Notes,NNS
tetanus,NN
lockjaw,NN
Journal,NNP
Neurology,NNP
Neurosurgery,NNP
Psychiatry,NNP
PMC,NNP
PMID,VB
tetanus,JJ
Archived,NNP
Wayback,NNP
Machine,NNP
Collins,NNP
English,NNP
Dictionary,NNP
Complete,NNP
Unabridged,VBD
Edition,NNP
Retrieved,NNP
October,NNP
H,NNP
Koivula,NNP
T,NNP
November,NNP
Vitamin,NNP
C,NNP
preventing,VBG
treating,VBG
tetanus,NN
The,DT
Cochrane,NNP
Database,NNP
Systematic,NNP
Reviews,NNP
PMID,NNP
External,JJ
links,NNS
edit,NN
Wikipedia,NNP
's,POS
health,NN
care,NN
articles,NNS
viewed,VBN
offline,JJ
Medical,NNP
Wikipedia,NNP
app,NN
Wikimedia,NNP
Commons,NNP
media,NNS
related,VBN
Tetanus,NNP
Tetanus,NNP
Information,NN
Medline,NNP
Plus,NNP
Tetanus,NNP
Surveillance,NNP
United,NNP
States,NNPS
Data,NNP
Analysis,NNP
Tetanus,NN
MedlinePlus,NNP
National,NNP
Library,NNP
Medicine,NNP
resourcesMedlinePlus,NN
solid,JJ
clear,JJ
center,NN
auto,NN
center,NN
nowrap,NN
right,JJ
fdfdfd,VB
fdfdfd,VB
left,NN
solid,JJ
solid,JJ
fdfdfd,JJ
th,NN
ccf,NN
ddf,VB
transparent,NN
td,NN
dl,NN
td,NN
ol,NN
td,NN
ul,NN
dl,NN
ol,NN
ul,JJ
display,NN
block,NN
float,NN
left,NN
left,NN
display,NN
inline,NN
normal,JJ
float,NN
left,NN
left,JJ
ul,NN
display,NN
nowrap,NN
inherit,NN
content,NN
content,NN
li,NN
span,NN
abbr,NN
inherit,NN
abbr,NN
none,NN
none,NN
cursor,NN
inherit,NN
display,NN
block,NN
float,NN
left,NN
left,NN
vte,NN
Firmicutes,NNP
Infectious,JJ
diseases,NNS
Bacterial,JJ
diseases,NNS
BacilliLactobacillales,NNP
susceptible,JJ
pneumoniae,NN
Pneumococcal,NNP
infection,NN
optochin,NN
resistant,JJ
Viridans,NNPS
streptococci,NN
mitis,FW
mutans,NNS
oralis,VBP
sanguinis,NNP
sobrinus,VBD
anginosus,NN
group,NN
bacitracin,VBZ
susceptible,JJ
pyogenes,NNS
Group,NNP
A,NNP
streptococcal,JJ
infection,NN
Streptococcal,NNP
pharyngitis,NN
Scarlet,NNP
fever,NN
Erysipelas,NNP
Rheumatic,NNP
fever,NN
B,NNP
bacitracin,NN
resistant,NN
CAMP,NNP
agalactiae,VBZ
Group,NNP
B,NNP
streptococcal,JJ
infection,NN
ungrouped,VBD
Streptococcus,NNP
iniae,RB
Cutaneous,NNP
Streptococcus,NNP
iniae,JJ
infection,NN
D,NNP
Streptococcus,NNP
bovis,VBD
Enterococcus,NNP
Enterococcus,NNP
faecalis,VBP
Urinary,NNP
tract,NN
infection,NN
Enterococcus,NNP
faecium,NN
Bacillales,NNP
aureus,RB
Staphylococcal,NNP
scalded,VBD
skin,JJ
syndrome,NN
Toxic,NNP
shock,NN
syndrome,NN
MRSA,NNP
novobiocin,NN
susceptible,JJ
epidermidis,NN
novobiocin,NN
resistant,JJ
saprophyticus,NN
Bacillus,NNP
Bacillus,NNP
anthracis,JJ
Anthrax,NNP
Bacillus,NNP
cereus,VB
Food,NNP
poisoning,VBG
Listeria,NNP
Listeria,NNP
monocytogenes,NNS
Listeriosis,NNP
ClostridiaClostridium,NNP
motile,NN
Clostridium,NN
difficile,NN
Pseudomembranous,NNP
colitis,NN
Clostridium,NNP
botulinum,NN
Botulism,NNP
Clostridium,NNP
tetani,VBZ
Tetanus,NNP
nonmotile,NN
Clostridium,NN
perfringens,VBZ
Gas,NNP
gangrene,NN
Clostridial,NNP
necrotizing,NN
enteritis,NN
Finegoldia,NNP
forming,VBG
Finegoldia,NNP
magna,NN
MollicutesMycoplasmataceae,NNP
Ureaplasma,NNP
urealyticum,JJ
Ureaplasma,NNP
infection,NN
Mycoplasma,NNP
genitalium,NN
Mycoplasma,NNP
pneumoniae,NN
Mycoplasma,NNP
pneumonia,NN
Anaeroplasmatales,NNP
Erysipelothrix,NNP
rhusiopathiae,NN
Erysipeloid,NNP
Authority,NNP
control,NN
General,NNP
Integrated,NNP
Authority,NNP
File,NNP
Germany,NNP
National,NNP
libraries,NNS
Spain,NNP
France,NNP
data,NNS
United,NNP
States,NNPS
Japan,NNP
img,VBP
border,NN
none,NN
position,NN
absolute,NN
Retrieved,NNP
https,NN
Tetanus,NNP
serious,JJ
rare,JJ
condition,NN
caused,VBN
bacteria,NNS
getting,VBG
cases,NNS
tetanus,NN
reported,VBN
England,NNP
The,DT
number,NN
low,JJ
effective,JJ
tetanus,NN
vaccine,NN
given,VBN
part,NN
NHS,NNP
childhood,NN
vaccination,NN
people,NNS
get,VBP
tetanus,NNS
either,DT
vaccinated,VBN
complete,VB
entire,JJ
vaccination,NN
schedule,NN
How,WRB
get,VBP
tetanus,JJ
Tetanus,NNP
bacteria,NN
survive,VB
long,JJ
time,NN
outside,IN
body,NN
commonly,RB
found,VBN
soil,NN
manure,NN
animals,NNS
horses,NNS
bacteria,NNS
enter,VBP
body,NN
wound,NN
quickly,RB
multiply,VB
release,VB
toxin,NN
affects,VBZ
nerves,NNS
causing,VBG
symptoms,NNS
muscle,NN
stiffness,NN
bacteria,NNS
get,VB
body,NN
cuts,NNS
grazestears,NNS
splits,NNS
skinburnsanimal,JJ
bitesbody,NN
piercings,NNS
tattoos,NN
injectionseye,NN
injuriesinjecting,NN
contaminated,VBN
drugsTetanus,NNS
spread,VBN
person,NN
person,NN
Symptoms,NNS
tetanus,NN
The,DT
symptoms,NNS
tetanus,NN
usually,RB
start,VBP
around,RB
days,NNS
infection,NN
On,IN
average,NN
start,VBP
around,IN
main,JJ
symptoms,NNS
tetanus,JJ
include,NN
stiffness,NN
jaw,NN
muscles,NNS
lockjaw,NN
make,VB
difficult,JJ
open,VB
mouthpainful,JJ
muscle,NN
spasms,NNS
make,VB
difficult,JJ
breathe,VB
swallowa,VB
high,JJ
temperaturesweatinga,NN
rapid,JJ
heartbeatIf,VBD
's,VBZ
treated,VBN
symptoms,NNS
get,VB
worse,JJR
following,JJ
hours,NNS
days,NNS
When,WRB
get,VB
medical,JJ
advice,NN
Contact,NNP
GP,NNP
visit,VB
nearest,JJS
minor,JJ
injuries,NNS
unit,NN
're,VBP
concerned,VBN
wound,NN
particularly,RB
's,VBZ
deep,JJ
woundthere,NN
's,POS
dirt,NN
something,NN
inside,IN
woundyou,NNS
fully,RB
vaccinated,VBN
tetanus,NN
're,VBP
sure,JJ
haveA,VBP
doctor,NN
assess,VB
wound,NN
decide,VB
whether,IN
need,VBP
treatment,NN
whether,IN
need,VBP
go,VB
nearest,JJS
A,DT
E,NNP
immediately,RB
call,VB
ambulance,NN
get,VBP
severe,JJ
muscle,NN
stiffness,NN
spasms,NNS
How,NNP
tetanus,NN
treated,VBN
If,IN
doctor,NN
thinks,VBZ
's,VBZ
chance,NN
could,MD
develop,VB
tetanus,NN
wound,NN
yet,RB
symptoms,NNS
'll,MD
make,VB
sure,JJ
wound,NN
thoroughly,RB
cleaned,VBN
They,PRP
may,MD
also,RB
give,VB
injection,NN
tetanus,NN
fully,RB
immunised,VBN
tetanus,NN
're,VBP
sure,JJ
whether,IN
may,MD
given,VBN
dose,NN
tetanus,NN
vaccine,NN
You,PRP
may,MD
also,RB
given,VBN
immunoglobulin,NN
medicine,NN
containing,VBG
antibodies,NNS
prevent,VBP
tetanus,NN
toxin,NN
working,VBG
stopping,VBG
effects,NNS
nerves,NNS
It,PRP
provides,VBZ
immediate,JJ
protection,NN
develop,VBP
symptoms,NNS
tetanus,NN
'll,MD
usually,RB
need,VB
admitted,VBN
hospital,NN
intensive,JJ
care,NN
unit,NN
ICU,NNP
may,MD
given,VBN
several,JJ
different,JJ
treatments,NNS
These,DT
could,MD
include,VB
tetanus,JJ
immunoglobulin,NN
antibiotics,NNS
medicine,NN
help,VB
muscle,VB
stiffness,NN
people,NNS
develop,VBP
symptoms,NNS
tetanus,NN
recover,VB
take,VB
several,JJ
weeks,NNS
months,NNS
Tetanus,NNP
vaccination,NN
The,DT
tetanus,NN
vaccine,NN
given,VBN
part,NN
NHS,NNP
childhood,NN
vaccination,NN
full,JJ
course,NN
vaccination,NN
includes,VBZ
injections,NNS
usually,RB
given,VBN
following,JJ
schedule,NN
first,JJ
doses,NNS
given,VBN
part,NN
vaccine,NN
age,NN
weeksa,NN
booster,NN
dose,NN
given,VBN
part,NN
booster,NN
age,NN
years,NNS
monthsa,JJ
final,JJ
dose,NN
given,VBN
part,NN
teenage,NN
booster,NN
age,NN
course,NN
injections,NNS
provide,VB
protection,NN
tetanus,NN
However,RB
child,NN
deep,JJ
dirty,JJ
wound,NN
's,VBZ
best,RBS
get,VB
medical,JJ
're,VBP
sure,JJ
whether,IN
've,VBP
full,JJ
vaccination,NN
course,NN
contact,VB
GP,NNP
surgery,NN
advice,NN
It,PRP
's,VBZ
possible,JJ
fully,RB
vaccinate,VB
older,JJR
children,NNS
adults,NNS
vaccinated,VBN
younger,JJR
Tetanus,NNP
travel,NN
jab,NN
Tetanus,NNP
found,VBN
throughout,IN
world,NN
make,VB
sure,JJ
're,VBP
fully,RB
vaccinated,VBN
travelling,VBG
GP,NNP
surgery,NN
advice,NN
're,VBP
planning,VBG
travel,VB
abroad,RB
fully,RB
vaccinated,VBN
tetanus,NN
're,VBP
going,VBG
area,NN
limited,JJ
medical,JJ
facilities,NNS
last,JJ
vaccine,NN
dose,NN
years,NNS
'll,MD
offered,VBN
teenage,NN
booster,NN
This,DT
injection,NN
also,RB
protects,VBZ
diphtheria,NN
polio,NN
usually,RB
free,JJ
've,VBP
never,RB
tetanus,NN
vaccine,NN
may,MD
advised,VBN
many,JJ
doses,NNS
possible,JJ
travel,VBP
There,EX
gap,NN
dose,NN
If,IN
's,VBZ
enough,JJ
time,NN
doses,NNS
need,VBP
complete,VB
course,NN
travel,NN
vaccinations,NNS
Page,NN
last,JJ
reviewed,VBD
May,NNP
Next,NNP
review,NN
due,JJ
May,NNP
On,IN
This,DT
Page,NNP
SymptomsComplications,NNP
People,NNP
often,RB
call,VBP
tetanus,NNS
lockjaw,JJ
one,CD
common,JJ
signs,NNS
infection,NN
tightening,VBG
jaw,NN
muscles,NNS
Tetanus,NNP
infection,NN
lead,VB
serious,JJ
health,NN
problems,NNS
including,VBG
unable,JJ
open,VB
mouth,NN
trouble,NN
swallowing,VBG
breathing,VBG
Symptoms,NNP
Symptoms,NNP
tetanus,JJ
include,NN
The,DT
first,JJ
sign,NN
commonly,JJ
spasms,NNS
muscles,NNS
jaw,NN
Jaw,NNP
cramping,VBG
Sudden,NNP
involuntary,JJ
muscle,NN
tightening,NN
muscle,NN
spasms,NNS
often,RB
stomach,NN
Painful,NNP
muscle,NN
stiffness,NN
body,NN
Trouble,JJ
swallowing,VBG
Jerking,VBG
staring,VBG
seizures,NNS
Headache,NNP
Fever,NNP
sweating,VBG
Changes,NNS
blood,NN
pressure,NN
heart,NN
rate,NN
Complications,NNP
Serious,NNP
health,NN
problems,NNS
happen,VB
tetanus,NN
include,VBP
tightening,NN
vocal,JJ
cords,NNS
laryngospasm,NN
Broken,NNP
bones,NNS
fractures,NNS
Infections,NNS
gotten,VBN
patient,NN
hospital,JJ
visit,NN
infections,NNS
Blockage,NN
main,JJ
artery,NN
lung,NN
one,CD
branches,NNS
blood,NN
clot,NN
travelled,VBN
elsewhere,RB
body,NN
bloodstream,NN
pulmonary,JJ
embolism,NN
Pneumonia,NNP
lung,NN
infection,NN
develops,NNS
breathing,VBG
foreign,JJ
materials,NNS
aspiration,NN
pneumonia,NN
Breathing,NNP
difficulty,NN
possibly,RB
leading,VBG
death,NN
cases,NNS
fatal,JJ
Tetanus,NNP
Share,NNP
Facebook,NNP
Share,NNP
Twitter,NNP
Share,NNP
Linkedin,NNP
Share,NNP
Pinterest,NNP
Share,NNP
via,IN
Email,NNP
Print,NNP
Page,NNP
Infectious,NNP
Diseases,NNP
What,WP
tetanus,VBN
Tetanus,NNP
sometimes,RB
fatal,JJ
disease,NN
central,JJ
nervous,JJ
system,NN
It,PRP
's,VBZ
caused,VBN
poison,NN
toxin,NN
made,VBN
tetanus,NN
bacterium,NN
The,DT
bacterium,NN
usually,RB
enters,VBZ
body,NN
open,JJ
wound,NN
Tetanus,NNP
bacteria,VBD
live,JJ
soil,NN
manure,NN
They,PRP
also,RB
found,VBN
human,JJ
intestine,NN
places,NNS
Tetanus,NNP
occurs,VBZ
often,RB
warmer,JJ
climates,NNS
warmer,JJ
months,NNS
Tetanus,NNP
uncommon,JJ
due,JJ
widespread,JJ
immunization,NN
What,WP
causes,VBZ
tetanus,NN
Tetanus,NNP
caused,VBN
toxin,NN
bacterium,NN
clostridium,NN
tetani,NN
It,PRP
spread,VB
person,NN
person,NN
It,PRP
occurs,VBZ
people,NNS
skin,NN
deep,JJ
tissue,NN
wound,NN
puncture,NN
It,PRP
also,RB
seen,VBN
umbilical,JJ
stump,NN
infants,NNS
underdeveloped,JJ
countries,NNS
This,DT
occurs,VBZ
places,NNS
immunization,NN
tetanus,VB
widespread,JJ
parents,NNS
may,MD
know,VB
care,VB
stump,NN
baby,NN
born,VBN
After,IN
exposed,VBN
tetanus,NNS
may,MD
take,VB
days,NNS
develop,VB
symptoms,NNS
In,IN
infants,NNS
symptoms,NNS
may,MD
take,VB
days,NNS
weeks,NNS
develop,VB
What,WP
symptoms,NNS
tetanus,NN
These,DT
common,JJ
symptoms,NNS
tetanus,NN
Stiff,JJ
jaw,NN
also,RB
called,VBN
lockjaw,NN
Stiff,NNP
abdominal,NN
back,RB
muscles,NNS
Contraction,NNP
facial,JJ
muscles,NNS
Fast,NNP
pulse,NN
Fever,NNP
Sweating,NNP
Painful,NNP
muscle,NN
spasms,NNS
especially,RB
near,IN
wound,NN
area,NN
affect,VBP
throat,NN
chest,JJS
wall,NN
breathing,NN
may,MD
stopped,VBN
Trouble,JJ
swallowing,VBG
The,DT
symptoms,NNS
tetanus,NN
may,MD
look,VB
like,IN
medical,JJ
conditions,NNS
Always,NNP
see,VBP
healthcare,NN
provider,NN
diagnosis,NN
How,WRB
tetanus,NN
diagnosed,VBN
Diagnosis,NNP
based,VBN
complete,JJ
history,NN
physical,JJ
exam,NN
How,WRB
tetanus,RB
treated,VBN
Your,PRP$
healthcare,NN
provider,NN
determine,VB
specific,JJ
treatment,NN
tetanus,NN
based,VBN
How,WRB
old,JJ
Your,VBG
overall,JJ
health,NN
medical,JJ
history,NN
How,NNP
sick,NN
How,WRB
well,RB
handle,VB
specific,JJ
medicines,NNS
procedures,NNS
therapies,NNS
How,WRB
long,RB
condition,NN
expected,VBN
last,JJ
Your,JJ
opinion,NN
preference,NN
Treatment,NN
tetanus,NN
reduce,VB
risk,NN
tetanus,NN
injury,NN
may,MD
include,VB
Medicines,NNPS
control,VB
spasms,JJ
Thorough,NNP
cleaning,NN
wound,NN
A,NNP
course,NN
tetanus,NN
antitoxin,NN
injections,NNS
Use,NNP
ventilator,NN
breathing,VBG
machine,NN
trouble,NN
breathing,VBG
Antibiotics,NNPS
Other,JJ
medicines,NNS
control,VB
pain,NN
symptoms,NNS
fast,JJ
heartbeat,NN
What,WP
complications,NNS
tetanus,NN
Complications,NNS
tetanus,NN
include,VB
Vocal,JJ
cord,NN
spasms,VBZ
Broken,NNP
bones,NNS
due,JJ
severe,JJ
muscle,NN
spasms,NNS
Breathing,NNP
problems,NNS
Pneumonia,NNP
High,NNP
blood,NN
pressure,NN
abnormal,JJ
heart,NN
rhythms,NN
Pulmonary,NNP
embolism,NN
blood,NN
clot,NN
lung,NN
Can,MD
tetanus,VB
prevented,VBN
A,DT
DTaP,NNP
shot,NN
combination,NN
vaccine,NN
protects,VBZ
diseases,NNS
diphtheria,NN
tetanus,NN
pertussis,NN
The,DT
CDC,NNP
recommends,VBZ
children,NNS
receive,VBP
DTaP,NNP
shots,NNS
The,DT
first,JJ
shots,NNS
given,VBN
months,NNS
age,NN
Between,CC
months,NNS
age,NN
fourth,JJ
shot,NN
given,VBN
fifth,NN
given,VBN
child,NN
enters,VBZ
school,NN
years,NNS
age,NN
At,IN
regular,JJ
checkups,NNS
preteen,NN
get,VB
dose,NN
Tdap,NNP
The,DT
Tdap,NNP
booster,NN
contains,VBZ
tetanus,NNS
diphtheria,NN
pertussis,NN
vaccine,NN
If,IN
adult,NN
get,VB
Tdap,NNP
preteen,NN
teen,NN
get,VB
dose,NN
Tdap,NNP
instead,RB
Td,NNP
booster,NN
Adults,NNS
get,VB
Td,NNP
booster,NN
every,DT
years,NNS
given,VBN
mark,NN
Always,NNP
see,VBP
healthcare,NN
provider,NN
advice,NN
When,WRB
I,PRP
call,VB
healthcare,NN
provider,NN
If,IN
get,VBP
wound,NN
object,NN
contaminated,VBN
dirt,NN
animal,JJ
feces,NNS
manure,NN
see,VB
healthcare,NN
provider,NN
tetanus,NN
booster,NN
shot,NN
years,NNS
since,IN
previous,JJ
vaccination,NN
remember,VB
last,JJ
vaccination,NN
If,IN
symptoms,NNS
listed,VBN
symptoms,NNS
section,NN
seek,VB
medical,JJ
care,NN
immediately,RB
tetanus,NN
requires,VBZ
urgent,JJ
attention,NN
Key,JJ
points,NNS
tetanus,NN
Tetanus,NNP
acute,NN
sometimes,RB
fatal,JJ
disease,NN
central,JJ
nervous,JJ
system,NN
caused,VBN
toxin,NN
bacterium,NN
clostridium,NN
tetani,NN
The,DT
bacterium,NN
clostridium,NN
tetani,NN
usually,RB
enters,VBZ
body,NN
open,JJ
wound,NN
Tetanus,NNP
bacteria,VBD
live,JJ
soil,NN
manure,NN
It,PRP
also,RB
found,VBN
human,JJ
intestine,NN
places,NNS
Symptoms,NNS
tetanus,NN
may,MD
include,VB
stiffness,NN
jaw,NN
abdominal,JJ
back,RB
muscles,NNS
fast,RB
pulse,JJ
fever,RB
sweating,VBG
painful,JJ
muscle,NN
spasms,NNS
difficulty,NN
swallowing,NN
The,DT
tetanus,JJ
vaccine,NN
reduce,VB
risk,NN
disease,NN
injury,NN
Tetanus,NNP
requires,VBZ
immediate,JJ
medical,JJ
attention,NN
treatment,NN
medications,NNS
tetanus,NN
antitoxin,NN
injections,NNS
Next,JJ
steps,NNS
Tips,NNP
help,VB
get,VB
visit,NN
healthcare,JJ
provider,NN
Know,VBP
reason,NN
visit,NN
want,VBP
happen,VB
Before,IN
visit,NN
write,VBP
questions,NNS
want,VBP
answered,VBN
Bring,NNP
someone,NN
help,VB
ask,VB
questions,NNS
remember,VB
provider,NN
tells,NNS
At,IN
visit,NN
write,VBP
name,NN
new,JJ
diagnosis,NN
new,JJ
medicines,NNS
treatments,NNS
tests,NNS
Also,RB
write,VBP
new,JJ
instructions,NNS
provider,NN
gives,VBZ
Know,VB
new,JJ
medicine,NN
treatment,NN
prescribed,VBN
help,VB
Also,RB
know,VBP
side,NN
effects,NNS
Ask,NNP
condition,NN
treated,VBN
ways,NNS
Know,NNP
test,NN
procedure,NN
recommended,VBN
results,NNS
could,MD
mean,VB
Know,VB
expect,VB
take,VB
medicine,NN
test,NN
procedure,NN
If,IN
appointment,NN
write,VBP
date,NN
time,NN
purpose,VB
visit,NN
Know,VB
contact,VB
provider,NN
questions,NNS
How,WRB
tetanus,RB
transmitted,VBN
Tetanus,NNP
n't,RB
contagious,JJ
It,PRP
occurs,VBZ
skin,NN
deep,JJ
tissue,NN
wound,NN
puncture,NN
It,PRP
also,RB
seen,VBN
umbilical,JJ
stump,NN
infants,NNS
underdeveloped,JJ
countries,NNS
This,DT
occurs,VBZ
places,NNS
immunization,NN
tetanus,VB
widespread,JJ
women,NNS
may,MD
know,VB
proper,JJR
care,NN
stump,NN
baby,NN
